,USDA_id,usda_common_name,scientific_name
11921,CYAL10,hybrid ladyslipper,Cypripedium ×alaskanum
11922,CYAL3,cyrtandra,Cyrtandra ×alata
11923,CYAL4,cyrtandra,Cyrtandra ×alnea
11924,CYAL5,cynodontium moss,Cynodontium alpestre
11925,CYAL6,foxtail flatsedge,Cyperus alopecuroides
11926,CYAM,foothill flatsedge,Cyperus amabilis
11927,CYAM2,Asian flatsedge,Cyperus amuricus
11928,CYAM3,Chinese hound's tongue,Cynoglossum amabile
11929,CYAM4,cyrtandra,Cyrtandra ×ambigua
11930,CYAMO,cyamopsis,Cyamopsis DC.
11931,CYAN,parrotfeather treefern,Cyathea andina
11932,CYAN2,hybrid ladyslipper,Cypripedium ×andrewsii
11933,CYAN4,Caribbean swallow-wort,Cynanchum anegadense
11934,CYAN5,gulf coast swallow-wort,Cynanchum angustifolium
11935,CYAN6,'aku,Cyanea angustifolia
11937,CYANE,cyanea,Cyanea Gaudich.
11940,CYANO,knapweed,Cyanopsis Cass.
11941,CYANT2,ironweed,Cyanthillium Blume
11942,CYAR,West Indian treefern,Cyathea arborea
11943,CYAR10,palmtree cyanea,Cyanea arborea
11944,CYAR12,Arizona swallow-wort,Cynanchum arizonicum
11945,CYAR13,creeping treefern,Cyathea armata
11946,CYAR14,Arizona pencil cholla,Cylindropuntia arbuscula
11947,CYAR4,jointed flatsedge,Cyperus articulatus
11948,CYAR5,ram's head lady's slipper,Cypripedium arietinum
11949,CYAS,gingerleaf cyanea,Cyanea asarifolia
11950,CYAS2,spleenwort cyanea,Cyanea aspleniifolia
11951,CYAT,winged pigweed,Cycloloma atriplicifolium
11952,CYAT2,cyrtandra,Cyrtandra ×atomigyna
11953,CYATH,treefern,Cyathea Sm.
11954,CYATH2,cyathula,Cyathula Blume
11955,CYAU2,eared flatsedge,Cyperus auriculatus
11956,CYAU5,rough tree fern,Cyathea australis
11957,CYAX,cyrtandra,Cyrtandra ×axilliflora
11958,CYBA,bearded swallow-wort,Cynanchum barbigerum
11959,CYBA3,basalt springparsley,Cymopterus basalticus
11960,CYBA5,cyrtandra,Cyrtandra ×basipartita
11961,CYBE2,featherleaf springparsley,Cymopterus beckii
11962,CYBE3,tree tomato,Cyphomandra betacea
11963,CYBI3,Molokai cyrtandra,Cyrtandra biserrata
11964,CYBI6,slender flatsedge,Cyperus bipartitus
11965,CYBI9,teddybear cholla,Cylindropuntia bigelovii
11966,CYBIA,cybianthus,Cybianthus Mart.
11967,CYBL,Blodgett's swallow-wort,Cynanchum blodgettii
11968,CYBO3,birdwing treefern,Cyathea borinquena
11969,CYBR12,soot lichen,Cyphelium brachysporum
11970,CYBR13,soot lichen,Cyphelium brunneum
11971,CYBR14,cynodon,Cynodon bradleyi
11972,CYBU,bulbous springparsley,Cymopterus bulbosus
11973,CYBU3,bulblet bladderfern,Cystopteris bulbifera
11974,CYCA,cardoon,Cynara cardunculus
11975,CYCA11,cyrtandra,Cyrtandra ×carinata
11976,CYCA12,cyrtandra,Cyrtandra ×caudatisepala
11977,CYCA13,cyrtandra,Cyrtandra ×caulescens
11978,CYCA18,Caribbean flatsedge,Cyperus calcicola
11979,CYCA23,O'ahu cyanea,Cyanea calycina
11980,CYCA25,California cholla,Cylindropuntia californica
11981,CYCA4,California lady's slipper,Cypripedium californicum
11982,CYCA5,white lady's slipper,Cypripedium candidum
11983,CYCA7,dwarf netvein hollyfern,Cyrtomium caryotideum
11984,CYCA8,valley cyrtandra,Cyrtandra calpidicarpa
11987,CYCAS,cycad,Cycas L.
11988,CYCE,buttonbush flatsedge,Cyperus cephalanthus
11989,CYCH,Cheesman's swallow-wort,Cynanchum cheesmanii
11990,CYCH4,cyrtandra,Cyrtandra ×christophersenii
11991,CYCH6,soot lichen,Cyphelium chloroconium
11992,CYCH7,swamp taro,Cyrtosperma chamissonis
11993,CYCI,lemon grass,Cymbopogon citratus
11994,CYCI2,gray springparsley,Cymopterus cinerarius
11995,CYCI3,queen sago,Cycas circinalis
11996,CYCI4,little ironweed,Cyanthillium cinereum
11997,CYCL,cyrtandra,Cyrtandra ×cladantha
11998,CYCLA,waxydogbane,Cycladenia Benth.
11999,CYCLA2,cyclanthera,Cyclanthera Schrad.
12000,CYCLA3,cyclamen,Cyclamen L.
12001,CYCLA4,carelessweed,Cyclachaena Fresen.
12002,CYCLO,cycloloma,Cycloloma Moq.
12003,CYCLO2,cyclopeltis,Cyclopeltis J.
12004,CYCLO3,cyclodictyon moss,Cyclodictyon Mitt.
12005,CYCLO4,marsh parsley,Cyclospermum Lag.
12006,CYCLO5,ladies'-tresses,Cyclopogon C.
12007,CYCNI,cycnium,Cycnium E.
12008,CYCO,poorland flatsedge,Cyperus compressus
12009,CYCO11,Maui cyanea,Cyanea comata
12010,CYCO12,treetrunk cyanea,Cyanea copelandii
12011,CYCO13,leatherleaf cyanea,Cyanea coriacea
12012,CYCO18,Cooper's cyathea,Cyathea cooperi
12013,CYCO2,West Indian flatsedge,Cyperus confertus
12014,CYCO21,cholla,Cylindropuntia ×congesta
12015,CYCO22,Constance's springparsley,Cymopterus constancei
12016,CYCO23,hybrid ladyslipper,Cypripedium ×columbianum
12017,CYCO3,clustered flatsedge,Cyperus congestus
12018,CYCO4,wrinklewing springparsley,Cymopterus corrugatus
12019,CYCO5,twoleaf springparsley,Cymopterus coulteri
12020,CYCO7,lava cyrtandra,Cyrtandra confertiflora
12021,CYCO8,cyrtandra,Cyrtandra ×conradtii
12022,CYCO9,heartleaf cyrtandra,Cyrtandra cordifolia
12025,CYCR,crested dogstail grass,Cynosurus cristatus
12026,CYCR10,cranichis-like ladies'-tresses,Cyclopogon cranichoides
12027,CYCR11,blue hound's tongue,Cynoglossum creticum
12028,CYCR2,leachlobe cyphomeris,Cyphomeris crassifolia
12029,CYCR3,cyrtandra,Cyrtandra ×crassior
12030,CYCR4,Kahana Valley cyrtandra,Cyrtandra crenata
12031,CYCR6,Baldwin's flatsedge,Cyperus croceus
12032,CYCR7,cyrtandra,Cyrtandra ×crassifolia
12033,CYCR9,Koolau Range rollandia,Cyanea crispa
12034,CYCU,coastal plain flatsedge,Cyperus cuspidatus
12035,CYCU2,cyrtandra,Cyrtandra ×cupuliformis
12036,CYCU3,Cuban swallow-wort,Cynanchum cubense
12037,CYCY,Old World flatsedge,Cyperus cyperinus
12038,CYCY2,Pacific island flatsedge,Cyperus cyperoides
12039,CYCY3,mapele,Cyrtandra cyaneoides
12040,CYCY7,splitleaf cyanea,Cyanea cylindrocalyx
12041,CYDA,Bermudagrass,Cynodon dactylon
12042,CYDA2,broom,Cytisus ×dallimorei
12043,CYDA3,Davis' springparsley,Cymopterus davisii
12044,CYDA4,thistle cholla,Cylindropuntia davisii
12046,CYDE,desert springparsley,Cymopterus deserticola
12047,CYDE10,hairy flatsedge,Cyperus dentoniae
12048,CYDE17,cholla,Cylindropuntia ×deserta
12049,CYDE2,toothed flatsedge,Cyperus dentatus
12050,CYDE4,mountain cyrtandra,Cyrtandra dentata
12051,CYDE9,flatsedge,Cyperus ×deamii
12052,CYDI,cutleaf cyclanthera,Cyclanthera dissecta
12053,CYDI12,diffused flatsedge,Cyperus diffusus
12054,CYDI14,flatsedge,Cyperus dioicus
12055,CYDI15,Wright's flatsedge,Cyperus dipsaceus
12056,CYDI2,finger dogshade,Cynosciadium digitatum
12057,CYDI3,umbrella flatsedge,Cyperus diandrus
12058,CYDI4,variable flatsedge,Cyperus difformis
12059,CYDI5,finger flatsedge,Cyperus digitatus
12060,CYDI7,Piedmont flatsedge,Cyperus distans
12061,CYDI8,swamp flatsedge,Cyperus distinctus
12062,CYDIS,withe,Cydista Miers
12063,CYDO,Douglas' bladderfern,Cystopteris douglasii
12064,CYDO2,Douglass' springparsley,Cymopterus douglassii
12065,CYDO3,long-foot cyanea,Cyanea dolichopoda
12066,CYDON,cydonia,Cydonia Mill.
12067,CYDR4,Drummond's sedge,Cyperus drummondii
12068,CYDU,Uinta Basin springparsley,Cymopterus duchesnensis
12069,CYDU3,ravine cyanea,Cyanea dunbariae
12070,CYDU5,haha,Cyanea duvalliorum
12071,CYEB,velvet lichen,Cystocoleus ebeneus
12072,CYEC,bristly dogstail grass,Cynosurus echinatus
12073,CYEC2,globe flatsedge,Cyperus echinatus
12074,CYEC3,Wiggins' cholla,Cylindropuntia echinocarpa
12075,CYEL,royal flatsedge,Cyperus elegans
12076,CYEL5,ellipticleaf cyanea,Cyanea elliptica
12077,CYEL6,tall ladies'-tresses,Cyclopogon elatus
12078,CYEL8,eleele cyanea,Cyanea eleeleensis
12079,CYEN2,woodrush flatsedge,Cyperus entrerianus
12080,CYEP,Puerto Rico swallow-wort,Cynanchum ephedroides
12081,CYER,tall flatsedge,Cyperus eragrostis
12082,CYER2,redroot flatsedge,Cyperus erythrorhizos
12083,CYES,yellow nutsedge,Cyperus esculentus
12089,CYEV,Evert's springparsley,Cymopterus evertii
12090,CYFA,clustered lady's slipper,Cypripedium fasciculatum
12091,CYFA2,Japanese netvein hollyfern,Cyrtomium falcatum
12092,CYFA3,alpine flatsedge,Cyperus fauriei
12093,CYFA5,Faurie's cyanea,Cyanea fauriei
12094,CYFE2,Fendler's flatsedge,Cyperus fendlerianus
12095,CYFE5,cyrtandra,Cyrtandra ×ferrocolorata
12096,CYFE6,cyrtandra,Cyrtandra ×ferruginosa
12097,CYFE9,red-hair cyrtandra,Cyrtandra ferripilosa
12098,CYFI,fern flatsedge,Cyperus filicinus
12099,CYFI3,manatee grass,Cymodocea filiformis
12100,CYFI4,wiry flatsedge,Cyperus filiformis
12101,CYFI5,gulch cyrtandra,Cyrtandra filipes
12102,CYFI6,Kauai cyanea,Cyanea fissa
12105,CYFL,yellow flatsedge,Cyperus flavescens
12106,CYFL10,Rio Grande sedge,Cyperus floribundus
12107,CYFL11,yellow flatsedge,Cyperus flavidus
12108,CYFL2,East Indian lemongrass,Cymbopogon flexuosus
12109,CYFL3,Vahl's flatsedge,Cyperus flexuosus
12110,CYFL4,Degener's cyanea,Cyanea floribunda
12111,CYFL5,whiteedge flatsedge,Cyperus flavicomus
12112,CYFL6,Florida flatsedge,Cyperus floridanus
12113,CYFO,Asian netvein hollyfern,Cyrtomium fortunei
12114,CYFO2,cyrtandra,Cyrtandra ×forbesii
12115,CYFO4,Hoffmann's teddybear cholla,Cylindropuntia ×fosbergii
12116,CYFR2,brittle bladderfern,Cystopteris fragilis
12117,CYFR4,Fraser's cymophyllus,Cymophyllus fraserianus
12118,CYFU,Jamaican treefern,Cyathea furfuracea
12119,CYFU10,jumping cholla,Cylindropuntia fulgida
12120,CYFU2,limestone flatsedge,Cyperus fuligineus
12121,CYFU3,brown flatsedge,Cyperus fuscus
12122,CYFU8,Ceylon hound's tongue,Cynoglossum furcatum
12123,CYFU9,withering flatsedge,Cyperus fugax
12126,CYGA2,hahala,Cyrtandra garnotiana
12127,CYGA5,Gander's buckhorn cholla,Cylindropuntia ganderi
12128,CYGE,cyrtandra,Cyrtandra ×georgiana
12129,CYGI,Gilman's springparsley,Cymopterus gilmanii
12130,CYGI2,giant flatsedge,Cyperus giganteus
12131,CYGI3,forest cyrtandra,Cyrtandra giffardii
12132,CYGI5,Kilauea Mauna cyanea,Cyanea giffardii
12133,CYGL,waxy springparsley,Cymopterus glaucus
12134,CYGL2,globe springparsley,Cymopterus globosus
12135,CYGL5,smooth cyanea,Cyanea glabra
12136,CYGL6,cynodontium moss,Cynodontium glaucescens
12137,CYGL8,prickly hound's tongue,Cynoglossum glochidiatum
12138,CYGO,Toiyabe springparsley,Cymopterus goodrichii
12139,CYGR,Pacific hound's tongue,Cynoglossum grande
12140,CYGR10,granite flatsedge,Cyperus granitophilus
12141,CYGR11,Illinois flatsedge,Cyperus grayoides
12142,CYGR12,Gray's cyrtandra,Cyrtandra grayi
12143,CYGR15,cynodontium moss,Cynodontium gracilescens
12144,CYGR16,slender cyclanthera,Cyclanthera gracillima
12145,CYGR2,Gray's flatsedge,Cyperus grayi
12146,CYGR3,Grisebach's swallow-wort,Cynanchum grisebachianum
12147,CYGR4,Palolo Valley cyrtandra,Cyrtandra gracilis
12148,CYGR5,largeflower cyrtandra,Cyrtandra grandiflora
12149,CYGR6,Pacific cyrtandra,Cyrtandra grayana
12150,CYGR8,splitleaf cyanea,Cyanea grimesiana
12151,CYGR9,slimjim flatsedge,Cyperus gracilis
12154,CYGU,spotted lady's slipper,Cypripedium guttatum
12155,CYGY,red cyphomeris,Cyphomeris gypsophiloides
12156,CYHA,haspan flatsedge,Cyperus haspan
12157,CYHA12,Hartweg's cyphomandra,Cyphomandra hartwegii
12158,CYHA13,stream-bed cyanea,Cyanea habenata
12159,CYHA2,toothleaf cyrtandra,Cyrtandra halawensis
12160,CYHA3,Maui cyrtandra,Cyrtandra hashimotoi
12161,CYHA4,Hawai'i cyrtandra,Cyrtandra hawaiensis
12162,CYHA6,wetforest cyanea,Cyanea hamatiflora
12163,CYHA7,Oahu cyanea,Cyanea hardyi
12166,CYHE2,hermaphrodite flatsedge,Cyperus hermaphroditus
12167,CYHE4,singleflower cyrtandra,Cyrtandra hematos
12168,CYHE6,lava cyrtandra,Cyrtandra heinrichii
12169,CYHI,Hillebrand's flatsedge,Cyperus hillebrandii
12170,CYHI5,rustyleaf cyanea,Cyanea hirtella
12171,CYHI6,cyrtandra,Cyrtandra ×hillebrandii
12174,CYHO,Houghton's flatsedge,Cyperus houghtonii
12175,CYHO3,cyrtandra,Cyrtandra ×honolulensis
12176,CYHO4,cyrtandra,Cyrtandra ×hosakae
12177,CYHO6,prickly cyanea,Cyanea horrida
12178,CYHU,Sacramento waxydogbane,Cycladenia humilis
12179,CYHU2,Oahu rollandia,Cyanea humboldtiana
12180,CYHU3,panal,Cypselea humifusa
12184,CYHY,bristly flatsedge,Cyperus hystricinus
12185,CYHY2,Oahu flatsedge,Cyperus hypochlorus
12186,CYHY4,cyrtomnium moss,Cyrtomnium hymenophylloides
12187,CYHY6,pine flatsedge,Cyperus hypopitys
12188,CYHY7,Queensland sedge,Cyperus hyalinus
12189,CYHY70,cyrtomnium moss,Cyrtomnium hymenophyllum
12193,CYIB,Ibapah springparsley,Cymopterus ibapensis
12194,CYIL,bladderfern,Cystopteris ×illinoensis
12195,CYIM,shingle flatsedge,Cyperus imbricatus
12196,CYIM2,tree cholla,Cylindropuntia imbricata
12199,CYIN10,soot lichen,Cyphelium inquinans
12200,CYIN11,cyrto-hypnum moss,Cyrto-hypnum involvens
12201,CYIN6,umbrella plant,Cyperus involucratus
12202,CYIR,ricefield flatsedge,Cyperus iria
12203,CYJA,Javanese flatsedge,Cyperus javanicus
12204,CYJE,Jenner's cynodontium moss,Cynodontium jenneri
12205,CYJO,Jones' springparsley,Cymopterus jonesii
12206,CYJW,Iwarancusa grass,Cymbopogon jwarancusa
12207,CYKA,cyrtandra,Cyrtandra ×kaalae
12208,CYKA10,soot lichen,Cyphelium karelicum
12209,CYKA11,spoonleaf cyanea,Cyanea kahiliensis
12210,CYKA12,Kamo'oloa cyrtandra,Cyrtandra kamooloaensis
12211,CYKA2,cyrtandra,Cyrtandra ×kahanaensis
12212,CYKA5,Koolau Range cyrtandra,Cyrtandra kalihii
12213,CYKA8,ulunahele,Cyrtandra kauaiensis
12214,CYKA9,Waikane Valley cyrtandra,Cyrtandra kaulantha
12215,CYKE,Wahiawa Mountain cyrtandra,Cyrtandra kealiae
12216,CYKE2,Kentucky lady's slipper,Cypripedium kentuckiense
12217,CYKE4,Kelvin pricklypear,Cylindropuntia ×kelvinensis
12218,CYKI,cyrtandra,Cyrtandra ×kipahuluensis
12219,CYKI2,cyrtandra,Cyrtandra ×kipapaensis
12220,CYKI3,King's cyclopeltis,Cyclopeltis kingii
12221,CYKL,candle cholla,Cylindropuntia kleiniae
12222,CYKO,Kohala Mountain cyrtandra,Cyrtandra kohalae
12223,CYKO3,kolekole cyanea,Cyanea kolekoleensis
12224,CYKO4,Palolo Valley rollandia,Cyanea koolauensis
12225,CYKU,Kunth's cyanea,Cyanea kunthiana
12226,CYKU3,Limahuli Valley cyanea,Cyanea kuhihewa
12227,CYLA,honeyvine,Cynanchum laeve
12228,CYLA10,talus springparsley,Cymopterus lapidosus
12229,CYLA12,lanceleaf cyanea,Cyanea lanceolata
12230,CYLA2,smooth flatsedge,Cyperus laevigatus
12231,CYLA3,manyflower flatsedge,Cyperus lancastriensis
12232,CYLA4,St. Lawrence bladderfern,Cystopteris laurentiana
12233,CYLA5,epiphytic flatsedge,Cyperus lanceolatus
12234,CYLA6,cyrtandra,Cyrtandra ×laevis
12235,CYLA8,Oahu cyrtandra,Cyrtandra laxiflora
12236,CYLE,Latin American flatsedge,Cyperus lentiginosus
12237,CYLE2,Le Conte's flatsedge,Cyperus lecontei
12238,CYLE3,Lesson's cyrtandra,Cyrtandra lessoniana
12239,CYLE5,giant kokee cyanea,Cyanea leptostegia
12240,CYLE7,marsh parsley,Cyclospermum leptophyllum
12241,CYLE8,Christmas cactus,Cylindropuntia leptocaulis
12242,CYLI,Alabama swamp flatsedge,Cyperus ligularis
12243,CYLI3,West Indian swallow-wort,Cynanchum lineare
12244,CYLI6,Lindsey's cyanea,Cyanea lindseyana
12245,CYLI7,linearleaf cyanea,Cyanea linearifolia
12246,CYLI8,Mexican swallow-wort,Cynanchum ligulatum
12247,CYLI9,Limahuli cyrtandra,Cyrtandra limahuliensis
12248,CYLIN2,cholla,Cylindropuntia (Engelm.)
12249,CYLO,longstalk springparsley,Cymopterus longipes
12250,CYLO11,Louise's swallow-wort,Cynanchum louiseae
12251,CYLO12,ridge rollandia,Cyanea longiflora
